Shared_Markers,k0,k1,k2,Share_allele,Value,True_positive,Marcadores,Software,Datos,Kinship,File,Hoja,Sheet,Value_range,FAM_Sample_info_id,FAM_Sample_info_rel,VIC_Sample_info_id,VIC_Sample_info_rel,ValueLog10,label,k1_scaled,k2_scaled,ValueLog10_scaled
11,4,3,8,19,1.67685,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-97,97:653,0-99,20130426,M,20130222,U,0.224494215208421,0.0,0.23076923076923078,0.6666666666666666,0.01986493401880676
13,2,7,6,19,1.0,False,15,ScreenMatch,Real,Paternidad,15_ScreenMatch_Real_Paternidad_allele,Process_RIPI-3,3:747,0-99,20160502,S,20160013,S,0.0,0.0,0.5384615384615385,0.5,0.0
14,1,7,7,21,2.0,False,15,ScreenMatch,Real,Paternidad,15_ScreenMatch_Real_Paternidad_allele,Process_RIPI-60,60:690,0-99,20160126,U,20110924,U,0.3010299956639812,0.0,0.5384615384615385,0.5833333333333333,0.026637394625045812
12,3,4,8,20,13.9946,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-7,7:743,0-99,20180009,F,20140197,U,1.1459604897778597,0.0,0.3076923076923077,0.6666666666666666,0.1014031898169942
12,3,5,7,19,1.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20130019,U,20130068,U,0.0,0.0,0.38461538461538464,0.5833333333333333,0.0
13,2,5,8,21,3.29197,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-1,1:749,0-99,20150212,S,20140039,U,0.5174558687960574,0.0,0.38461538461538464,0.6666666666666666,0.045788381147080996
11,4,4,7,18,2.25681,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-15,15:735,0-99,20210206,D,20100352,D,0.3534949975248343,0.0,0.3076923076923077,0.5833333333333333,0.031279891979798705
11,4,4,7,18,3.16645,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-60,60:690,0-99,20170397,P,20120307,D,0.5005726346669732,0.0,0.3076923076923077,0.5833333333333333,0.04429442580535002
13,2,7,6,19,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-60,60:690,0-99,20170110,M,20110262,M,0.3010299956639812,0.0,0.5384615384615385,0.5,0.026637394625045812
13,2,5,8,21,1.07772,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-3,3:747,0-99,20130068,U,20101252,F,0.03250594243681017,0.0,0.38461538461538464,0.6666666666666666,0.0028763698927692575
13,2,8,5,18,50.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-175,175:575,0-99,20111251,D,20200126,A,1.6989700043360187,0.0,0.6153846153846154,0.41666666666666663,0.15033762453403676
10,5,5,5,15,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-30,30:720,0-99,20200097,M,20100451,M,0.3010299956639812,0.0,0.38461538461538464,0.41666666666666663,0.026637394625045812
11,4,5,6,17,4.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-97,97:653,0-99,20110429,M,20210082,M,0.6020599913279624,0.0,0.38461538461538464,0.5,0.053274789250091624
13,2,7,6,19,2.76099,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-1,1:749,0-99,20210039,F,20190108,D,0.44106483367559646,0.0,0.5384615384615385,0.5,0.03902872869506813
11,4,6,5,16,3.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-30,30:720,0-99,20210237,M,20190058,D,0.47712125471966244,0.0,0.46153846153846156,0.41666666666666663,0.042219271597608896
11,4,4,7,18,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-175,175:575,0-99,20100480,U,20100611,D,0.3010299956639812,0.0,0.3076923076923077,0.5833333333333333,0.026637394625045812
13,2,7,6,19,6.60504,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-3,3:747,0-99,20130245,S,20120552,M,0.8198754520378547,0.0,0.5384615384615385,0.5,0.07254873691623041
11,4,5,6,17,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-30,30:720,0-99,20140151,M,20100766,U,0.3010299956639812,0.0,0.38461538461538464,0.5,0.026637394625045812
13,2,6,7,20,19.4946,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-7,7:743,0-99,20210330,F,20120441,U,1.2899143285429855,0.0,0.46153846153846156,0.5833333333333333,0.11414130650373501
12,3,5,7,19,4.40683,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-1,1:749,0-99,20150057,D,20100738,U,0.6441262972796132,0.0,0.38461538461538464,0.5833333333333333,0.05699713190096424
14,1,8,6,20,14.5355,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-7,7:743,0-99,20140160, U,20110485,M,1.162429975460154,0.0,0.6153846153846154,0.5,0.10286053358907632
11,4,3,8,19,2.64787,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-375,375:375,0-99,20101282,M,20100899,S,0.42289665914056096,0.0,0.23076923076923078,0.6666666666666666,0.0374210721768564
11,4,5,6,17,6.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-30,30:720,0-99,20120554,U,20160387,M,0.7781512503836436,0.0,0.38461538461538464,0.5,0.0688566662226547
13,2,8,5,18,4.72814,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-1,1:749,0-99,20110729,M,20110613,M,0.6746903275024918,0.0,0.6153846153846154,0.41666666666666663,0.059701666818100595
14,1,8,6,20,6.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-175,175:575,0-99,20111478,S,20111412,D,0.7781512503836436,0.0,0.6153846153846154,0.5,0.0688566662226547
10,5,3,7,17,14.1674,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-30,30:720,0-99,20160378,P,20110106,U,1.151290155874927,0.0,0.23076923076923078,0.5833333333333333,0.10187479869681418
14,1,6,8,22,2.0,False,15,ScreenMatch,Real,Paternidad,15_ScreenMatch_Real_Paternidad_allele,Process_RIPI-15,15:735,0-99,20120063,M,20170476,F,0.3010299956639812,0.0,0.46153846153846156,0.6666666666666666,0.026637394625045812
12,3,5,7,19,94.645,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-15,15:735,0-99,20110765,M,20110207,M,1.9760976755658815,0.0,0.38461538461538464,0.5833333333333333,0.17485996199674522
12,3,5,7,19,100.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,100-999,20120601,M,20150340,P,2.0,0.0,0.38461538461538464,0.5833333333333333,0.1769750191590826
11,4,5,6,17,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-7,7:743,0-99,20150320,M,20111617,C,0.3010299956639812,0.0,0.38461538461538464,0.5,0.026637394625045812
12,3,6,6,18,90.4881,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-1,1:749,0-99,20210222,U,20190096,F,1.9565914693251383,0.5,0.46153846153846156,0.5,0.17313390638515697
11,4,4,7,18,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-7,7:743,0-99,20190241,D,20110893,U,0.3010299956639812,0.0,0.3076923076923077,0.5833333333333333,0.026637394625045812
12,3,5,7,19,3.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20101013,D,20130419,M,0.47712125471966244,0.0,0.38461538461538464,0.5833333333333333,0.042219271597608896
15,0,11,4,19,59.328,False,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-3,3:747,0-99,20200101,S,20130402,D,1.7732597081283843,0.0,0.8461538461538463,0.3333333333333333,0.156911335410025
14,1,8,6,20,4.0,False,15,ScreenMatch,Real,Paternidad,15_ScreenMatch_Real_Paternidad_allele,Process_RIPI-175,175:575,0-99,20100410,M,20111612,S,0.6020599913279624,0.0,0.6153846153846154,0.5,0.053274789250091624
11,4,6,5,16,1.45694,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-1,1:749,0-99,20190146,U,20120526,M,0.1634416669343944,0.0,0.46153846153846156,0.41666666666666663,0.014462546068553423
11,4,4,7,18,12.4432,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-1,1:749,0-99,20150006,S,20100329,M,1.0949320816110493,0.0,0.3076923076923077,0.5833333333333333,0.09688781306050481
12,3,5,7,19,20.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-30,30:720,0-99,20111383,D,20100965,M,1.3010299956639813,0.0,0.38461538461538464,0.5833333333333333,0.11512490420458711
11,4,3,8,19,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-7,7:743,0-99,20110718,M,20090033,M,0.3010299956639812,0.0,0.23076923076923078,0.6666666666666666,0.026637394625045812
12,3,5,7,19,1.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-97,97:653,0-99,20120198,D,20110426,U,0.0,0.0,0.38461538461538464,0.5833333333333333,0.0
14,1,7,7,21,6.0,False,15,ScreenMatch,Real,Paternidad,15_ScreenMatch_Real_Paternidad_allele,Process_RIPI-7,7:743,0-99,20100028,M,20200191,F,0.7781512503836436,0.0,0.5384615384615385,0.5833333333333333,0.0688566662226547
13,2,7,6,19,1.22395,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-375,375:375,0-99,20210265,D,20110122,U,0.08776367665952042,0.0,0.5384615384615385,0.5,0.007765989179145078
13,2,5,8,21,2.52004,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-15,15:735,0-99,20140159,S,20111198,U,0.40140743429003867,0.0,0.38461538461538464,0.6666666666666666,0.03551954418703889
12,3,5,7,19,1.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20110588,F,20130057,S,0.0,0.0,0.38461538461538464,0.5833333333333333,0.0
13,2,11,2,15,3.72423,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-97,97:653,0-99,20170392,M,20101260,M,0.5710364941799695,0.0,0.8461538461538463,0.16666666666666666,0.050529597249017726
13,2,8,5,18,5.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-175,175:575,0-99,20160124,D,20110860,S,0.6989700043360189,0.0,0.6153846153846154,0.41666666666666663,0.06185011495449549
13,2,8,5,18,100.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-30,30:720,100-999,20210097,M,20150270,F,2.0,0.0,0.6153846153846154,0.41666666666666663,0.1769750191590826
13,2,6,7,20,1.34388,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-175,175:575,0-99,20170212,U,20110150,D,0.1283604906935918,0.0,0.46153846153846156,0.5833333333333333,0.011358300149883824
13,2,6,7,20,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-60,60:690,0-99,20120267,S,20140250,S,0.3010299956639812,0.0,0.46153846153846156,0.5833333333333333,0.026637394625045812
11,4,4,7,18,2.23081,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-15,15:735,0-99,20190234,P,20110469,S,0.34846258262564006,0.0,0.3076923076923077,0.5833333333333333,0.030834586118198025
11,4,4,7,18,13.0345,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-97,97:653,0-99,20180150,U,20111510,M,1.1150943764014898,0.0,0.3076923076923077,0.5833333333333333,0.09867192431391945
12,3,3,9,21,40.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-7,7:743,0-99,20170209,M,20210042,M,1.6020599913279623,0.0,0.23076923076923078,0.75,0.1417622988296329
12,3,5,7,19,40.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20101478,F,20110531,M,1.6020599913279623,0.0,0.38461538461538464,0.5833333333333333,0.1417622988296329
12,3,5,7,19,6.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-97,97:653,0-99,20160258,A,20140053,M,0.7781512503836436,0.0,0.38461538461538464,0.5833333333333333,0.0688566662226547
12,3,6,6,18,1.0551,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-1,1:749,0-99,20130030,U,20110743,M,0.02329362303660499,0.0,0.46153846153846156,0.5,0.002061194691593808
12,3,7,5,17,4.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-375,375:375,0-99,20170411,D,20101548,M,0.6020599913279624,0.0,0.5384615384615385,0.41666666666666663,0.053274789250091624
13,2,7,6,19,4.74716,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-3,3:747,0-99,20200201,M,20110759,M,0.6764338695835553,0.0,0.5384615384615385,0.5,0.05985594851470104
12,3,6,6,18,1.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20170228,P,20190238,M,0.0,0.0,0.46153846153846156,0.5,0.0
14,1,5,9,23,69.7781,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-60,60:690,0-99,20120127,F,20110025,F,1.8437191397932366,0.0,0.38461538461538464,0.75,0.16314611504443766
10,5,3,7,17,1.41565,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-375,375:375,0-99,20210057,U,20111432,U,0.150955893284928,0.0,0.23076923076923078,0.5833333333333333,0.01335771105313828
15,0,3,12,27,9544.55,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-7,7:743,1000-9999,20120111,M,20111532,F,3.9797554573893144,0.0,0.23076923076923078,1.0,0.3521586491599687
13,2,5,8,21,30.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-175,175:575,0-99,20210011,Z,20111492,D,1.4771212547196624,0.0,0.38461538461538464,0.6666666666666666,0.13070678117715018
12,3,5,7,19,5.20884,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-175,175:575,0-99,20180160,D,20100577,M,0.7167410174088323,0.0,0.38461538461538464,0.5833333333333333,0.06342262764401423
13,2,8,5,18,5.82262,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-15,15:735,0-99,20210236,D,20120689,U,0.7651184477950901,0.0,0.6153846153846154,0.41666666666666663,0.0677034259787518
11,4,6,5,16,2.62154,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-97,97:653,0-99,20170233,U,20120552,M,0.4185564886554046,0.0,0.46153846153846156,0.41666666666666663,0.03703702129947428
15,0,11,4,19,3.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20100950,M,20130050,F,0.47712125471966244,0.0,0.8461538461538463,0.3333333333333333,0.042219271597608896
12,3,5,7,19,20.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-60,60:690,0-99,20100668,S,20090082,F,1.3010299956639813,0.0,0.38461538461538464,0.5833333333333333,0.11512490420458711
13,2,6,7,20,28.0353,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-97,97:653,0-99,20111335,F,20110326,F,1.4477052077556287,0.0,0.46153846153846156,0.5833333333333333,0.12810382843962803
12,3,6,6,18,2.37137,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-1,1:749,0-99,20120488,U,20111319,S,0.37499932134287306,0.0,0.46153846153846156,0.5,0.033182756039648965
13,2,7,6,19,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-60,60:690,0-99,20140379,F,20160395,D,0.3010299956639812,0.0,0.5384615384615385,0.5,0.026637394625045812
13,2,5,8,21,30.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-175,175:575,0-99,20180150,U,20110829,F,1.4771212547196624,0.0,0.38461538461538464,0.6666666666666666,0.13070678117715018
12,3,7,5,17,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20170337,S,20110959,U,0.3010299956639812,0.0,0.5384615384615385,0.41666666666666663,0.026637394625045812
13,2,8,5,18,6.04205,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-3,3:747,0-99,20140250,S,20111300,M,0.7811843148853329,0.0,0.6153846153846154,0.41666666666666663,0.0691250545468033
14,1,8,6,20,1.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-30,30:720,0-99,20210242,M,20120343,M,0.0,0.0,0.6153846153846154,0.5,0.0
15,0,7,8,23,4000000.0,True,15,ScreenMatch,Real,Paternidad,15_ScreenMatch_Real_Paternidad_allele,Process_RIPI-375,375:375,1000000+,20150055,F,20150055,U,6.6020599913279625,0.5,0.5384615384615385,0.6666666666666666,0.5841998467273394
11,4,4,7,18,3.86587,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-7,7:743,0-99,20210298,D,20110567,S,0.5872472456491002,0.0,0.3076923076923077,0.5833333333333333,0.051964046274934
12,3,5,7,19,5.53837,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-60,60:690,0-99,20210163,U,20100886,F,0.7433819661424265,0.0,0.38461538461538464,0.5833333333333333,0.0657800188502862
14,1,5,9,23,3.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-60,60:690,0-99,20130209,M,20110377,D,0.47712125471966244,0.0,0.38461538461538464,0.75,0.042219271597608896
10,5,5,5,15,1.09611,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-30,30:720,0-99,20200156,M,20170168,U,0.039854139910971226,0.0,0.38461538461538464,0.41666666666666663,0.0035265935871564456
11,4,5,6,17,1.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-97,97:653,0-99,20100747,Z,20120474,D,0.0,0.0,0.38461538461538464,0.5,0.0
11,4,4,7,18,3.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-60,60:690,0-99,20210294,M,20120527,F,0.47712125471966244,0.0,0.3076923076923077,0.5833333333333333,0.042219271597608896
13,2,7,6,19,3.73876,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-30,30:720,0-99,20210247,F,20160257,M,0.5727275876412499,0.0,0.5384615384615385,0.5,0.050679237897872674
12,3,7,5,17,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20110766,D,20111163,F,0.3010299956639812,0.0,0.5384615384615385,0.41666666666666663,0.026637394625045812
11,4,5,6,17,9.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-375,375:375,0-99,20110871,A,20140024,F,0.9542425094393249,0.0,0.38461538461538464,0.5,0.08443854319521779
10,5,3,7,17,1.61896,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-60,60:690,0-99,20130213,F,20100405,M,0.20923611867685826,0.0,0.23076923076923078,0.5833333333333333,0.018514783055804535
13,2,8,5,18,3.9831,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-1,1:749,0-99,20170456,P,20101014,T,0.6002212099752366,0.0,0.6153846153846154,0.41666666666666663,0.05311208006752762
13,2,8,5,18,1.93326,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-7,7:743,0-99,20160159,U,20110491,U,0.2862902652918747,0.0,0.6153846153846154,0.41666666666666663,0.02533311259254418
12,3,4,8,20,4.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20200207,M,20190005,U,0.6020599913279624,0.0,0.3076923076923077,0.6666666666666666,0.053274789250091624
10,5,3,7,17,2.88701,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-3,3:747,0-99,20120427,M,20110938,F,0.46044828818875566,0.0,0.23076923076923078,0.5833333333333333,0.04074392231198591
12,3,7,5,17,33.5697,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-15,15:735,0-99,20120015,M,20110767,M,1.525947460136105,0.0,0.5384615384615385,0.41666666666666663,0.13502729049667028
12,3,8,4,16,4.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-375,375:375,0-99,20180132,E,20140170,F,0.6020599913279624,0.0,0.6153846153846154,0.3333333333333333,0.053274789250091624
13,2,6,7,20,3.68846,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-375,375:375,0-99,20140123,U,20110442,S,0.5668450780550813,0.0,0.46153846153846156,0.5833333333333333,0.050158709274514844
13,2,8,5,18,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-30,30:720,0-99,20110954,M,20160192,M,0.3010299956639812,0.0,0.6153846153846154,0.41666666666666663,0.026637394625045812
13,2,6,7,20,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-30,30:720,0-99,20100402,M,20111332,F,0.3010299956639812,0.0,0.46153846153846156,0.5833333333333333,0.026637394625045812
11,4,5,6,17,3.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-15,15:735,0-99,20170420,M,20180243,M,0.47712125471966244,0.0,0.38461538461538464,0.5,0.042219271597608896
13,2,5,8,21,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-97,97:653,0-99,20180041,D,20110032,F,0.3010299956639812,0.0,0.38461538461538464,0.6666666666666666,0.026637394625045812
12,3,3,9,21,9.8807,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-30,30:720,0-99,20150289,U,20120402,U,0.9947877133496111,0.0,0.23076923076923078,0.75,0.0880262873146337
11,4,4,7,18,2.59801,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-7,7:743,0-99,20110361,M,20101096,M,0.4146408183830679,0.0,0.3076923076923077,0.5833333333333333,0.03669053338874056
12,3,5,7,19,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-175,175:575,0-99,20120414,D,20130507,F,0.3010299956639812,0.0,0.38461538461538464,0.5833333333333333,0.026637394625045812
11,4,4,7,18,1.10125,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-3,3:747,0-99,20190065,M,20100609,U,0.041885921420104354,0.0,0.3076923076923077,0.5833333333333333,0.003706380872909398
14,1,9,5,19,400.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-15,15:735,100-999,20120563,S,20210004,M,2.6020599913279625,0.0,0.6923076923076923,0.41666666666666663,0.23024980840917422
11,4,5,6,17,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-375,375:375,0-99,20140076,B,20100239,U,0.3010299956639812,0.0,0.38461538461538464,0.5,0.026637394625045812
12,3,4,8,20,12.3853,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-1,1:749,0-99,20160494,S,20110129,M,1.0929065306446348,0.0,0.3076923076923077,0.6666666666666666,0.09670857709996036
14,1,8,6,20,10.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-175,175:575,0-99,20150139,C,20140361,M,1.0,0.0,0.6153846153846154,0.5,0.0884875095795413
12,3,7,5,17,1.61842,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-1,1:749,0-99,20160179,P,20111158,S,0.209091236690559,0.0,0.5384615384615385,0.41666666666666663,0.018501962809653976
11,4,5,6,17,2.81741,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-7,7:743,0-99,20150189,F,20120458,D,0.44985005173583403,0.0,0.38461538461538464,0.5,0.03980611076233176
13,2,7,6,19,1.65283,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-60,60:690,0-99,20120295,M,20110262,M,0.2182281869902932,0.0,0.5384615384615385,0.5,0.019310468786829498
12,3,3,9,21,5.66774,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-15,15:735,0-99,20170135,M,20100381,F,0.7534099193532627,0.0,0.23076923076923078,0.75,0.06666736745609327
12,3,6,6,18,1.81243,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-375,375:375,0-99,20200030,M,20140106,M,0.2582612421667308,0.0,0.46153846153846156,0.5,0.022852894140252825
13,2,7,6,19,5.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20120598,D,20100441,M,0.6989700043360189,0.0,0.5384615384615385,0.5,0.06185011495449549
13,2,7,6,19,1.04452,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-1,1:749,0-99,20210139,U,20110405,F,0.018916760071694287,0.0,0.5384615384615385,0.5,0.0016738969880579326
11,4,5,6,17,1.0194,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-97,97:653,0-99,20120688,T,20110185,U,0.008344629252689277,0.0,0.38461538461538464,0.5,0.0007383954609350629
13,2,8,5,18,28.2025,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-30,30:720,0-99,20170221,M,20110167,M,1.4502876078967015,0.0,0.6153846153846154,0.41666666666666663,0.1283323385968494
